SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,10,04,43202428,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,10,04,43210620,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,04,43220008,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,10,04,43220500,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2019,10,04,43232912,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2019,10,04,43233360,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2019,10,04,43236230,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,10,04,43238239,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,04,43238239,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2019,10,04,43239239,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,10,04,43272859,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,04,43278739,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,04,43284739,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,04,43311359,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,04,43492859,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,04,43508729,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,04,45170559,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,04,45191429,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,04,45502179,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
