Time,BtoB
,6000
,2570
,4190
,3910
,2370
,2040
,1630
,1530
,2060
,2180
,1720
,2410
,2570
,3210
,1970
,1730
,2000
,2610
,2270
,5320
,5000
,7590
,1590
,3300
,4470
,2190
,1630
,7880
,2300
,2590
,2570
,1010
,3900
,2680
,2160
,1390
,1410
,3520
,3590
,3770
,2210
,4030
,1650
,2070
,1760
,4260
,5950
,2130
,2470
,4800
,2500
,6300
,970
,7360
,2850
,1750
,2920
,1990
,4240
,1870
,2790
,9330
,3300
,6030
,3640
,3200
,1650
,1830
,2300
,2330
,2990
,4690
,1920
,2770
,3850
,4990
,2150
,9320
,2860
,2070
,2340
,2910
,3880
,8690
,2260
,2520
,3680
,7380
,4510
,10960
,2130
,3490
,1170
,7840
,1950
,1800
,3110
,610
,4460
,1120
,7630
,2200
,7740
,940
,6320
,5550
,2380
,2210
,3620
,2180
,1440
,1950
,2550
,2080
,2250
,7460
,5260
,2090
,5250
,7520
,2400
,1370
,3610
,1810
,1910
,1590
,3400
,990
,2000
,3030
,6460
,6540
,2500
,1040
,2630
,2110
,2450
,6810
,5770
,1150
,2980
,2090
,700
,4850
,810
,990
,4810
,6430
,2980
,2590
,3700
,4500
,3270
,2440
,3760
,1680
,2760
,6190
,5210
,3210
,3590
,3270
,2060
,2680
,3120
,3210
,3160
,1400
,1480
,1830
,1700
,1720
,2170
,3470
,1500
,1860
,3330
,1800
,2260
,1760
,2090
,1960
,3290
,4010
,1650
,1580
,1740
,1860
,2090
,1670
,3560
,1800
,1870
,1670
,2100
,2400
,2890
,3660
,1910
,1610
,1900
,1560
,1770
,2090
,1960
,6310
,1940
,1890
,3280
,1800
,1770
,2410
,1200
,1180
,1150
,4250
,3090
,2050
,1820
,2380
,2110
,1790
,1680
,3100
,1840
,2800
,1560
,2880
,1590
,1960
,4770
,2120
,5590
,1760
,1780
,4470
,4390
,2040
,4210
,3970
,3340
,2110
,3070
,1770
,2960
,2270
,2610
,3720
,4010
,2250
,2110
,2650
,2670
,2680
,3100
,1810
,2390
,2210
,2030
,2970
,2890
,1830
,2080
,1820
,2170
,1430
,2320
,1810
,1680
,1820
,2180
,1900
,2130
,2270
,1610
,2080
,2170
,3330
,2510
,2450
,1780
,2880
,2540
,2160
,2160
,2110
,2670
,2280
,2260
,2820
,3040
,2430
,2120
,2220
,1830
,2100
,1860
,2800
,950
,3360
,1830
,2570
,2570
,3420
,2790
,2100
,2070
,2470
,1740
,2870
,2590
,1790
,2070
,2520
,2530
,2000
,1860
,2300
,2250
,2690
,1920
,2100
,2480
,2740
,3960
,2640
,2420
,2620
,1920
,1640
,1990
,1150
,2420
,2100
,1950
,2390
,2530
,1980
,2210
,2690
,3710
,2330
,2710
,1900
,1760
,2790
,2170
,2480
,1960
,2480
,2520
,2200
,1840
,2450
,2110
,2650
,3850
,2690
,2480
,2470
,2480
,3750
,2330
,2410
,2290
,2220
,2260
,1890
,2580
,2490
,1550
,2850
,2520
,3000
,2080
,2790
,2170
