Time,EcgWaveform
27/09/2019 11:11:44.864,297
27/09/2019 11:11:44.868,297
27/09/2019 11:11:44.872,297
27/09/2019 11:11:44.876,297
27/09/2019 11:11:44.880,297
27/09/2019 11:11:44.884,297
27/09/2019 11:11:44.888,297
27/09/2019 11:11:44.892,297
27/09/2019 11:11:44.896,297
27/09/2019 11:11:44.900,297
27/09/2019 11:11:44.904,297
27/09/2019 11:11:44.908,297
27/09/2019 11:11:44.912,297
27/09/2019 11:11:44.916,297
27/09/2019 11:11:44.920,297
27/09/2019 11:11:44.924,297
27/09/2019 11:11:44.928,297
27/09/2019 11:11:44.932,297
27/09/2019 11:11:44.936,297
27/09/2019 11:11:44.940,297
27/09/2019 11:11:44.944,297
27/09/2019 11:11:44.948,297
27/09/2019 11:11:44.952,297
27/09/2019 11:11:44.956,297
27/09/2019 11:11:44.960,297
27/09/2019 11:11:44.964,297
27/09/2019 11:11:44.968,297
27/09/2019 11:11:44.972,297
27/09/2019 11:11:44.976,297
27/09/2019 11:11:44.980,297
27/09/2019 11:11:44.984,297
27/09/2019 11:11:44.988,297
27/09/2019 11:11:44.992,297
27/09/2019 11:11:44.996,297
27/09/2019 11:11:45.000,297
27/09/2019 11:11:45.004,297
27/09/2019 11:11:45.008,297
27/09/2019 11:11:45.012,297
27/09/2019 11:11:45.016,297
27/09/2019 11:11:45.020,297
27/09/2019 11:11:45.024,297
27/09/2019 11:11:45.028,297
27/09/2019 11:11:45.032,297
27/09/2019 11:11:45.036,297
27/09/2019 11:11:45.040,297
27/09/2019 11:11:45.044,297
27/09/2019 11:11:45.048,297
27/09/2019 11:11:45.052,297
27/09/2019 11:11:45.056,297
27/09/2019 11:11:45.060,297
27/09/2019 11:11:45.064,297
27/09/2019 11:11:45.068,297
27/09/2019 11:11:45.072,297
27/09/2019 11:11:45.076,297
27/09/2019 11:11:45.080,297
27/09/2019 11:11:45.084,297
27/09/2019 11:11:45.088,297
27/09/2019 11:11:45.092,297
27/09/2019 11:11:45.096,297
27/09/2019 11:11:45.100,297
27/09/2019 11:11:45.104,297
27/09/2019 11:11:45.108,297
27/09/2019 11:11:45.112,297
27/09/2019 11:11:45.116,297
27/09/2019 11:11:45.120,297
27/09/2019 11:11:45.124,297
27/09/2019 11:11:45.128,297
27/09/2019 11:11:45.132,297
27/09/2019 11:11:45.136,297
27/09/2019 11:11:45.140,297
27/09/2019 11:11:45.144,297
27/09/2019 11:11:45.148,297
27/09/2019 11:11:45.152,297
27/09/2019 11:11:45.156,297
27/09/2019 11:11:45.160,297
27/09/2019 11:11:45.164,297
27/09/2019 11:11:45.168,297
27/09/2019 11:11:45.172,297
27/09/2019 11:11:45.176,297
27/09/2019 11:11:45.180,297
27/09/2019 11:11:45.184,297
27/09/2019 11:11:45.188,297
27/09/2019 11:11:45.192,297
27/09/2019 11:11:45.196,297
27/09/2019 11:11:45.200,297
27/09/2019 11:11:45.204,297
27/09/2019 11:11:45.208,297
27/09/2019 11:11:45.212,297
27/09/2019 11:11:45.216,297
27/09/2019 11:11:45.220,297
27/09/2019 11:11:45.224,297
27/09/2019 11:11:45.228,297
27/09/2019 11:11:45.232,297
27/09/2019 11:11:45.236,297
27/09/2019 11:11:45.240,297
27/09/2019 11:11:45.244,297
27/09/2019 11:11:45.248,297
27/09/2019 11:11:45.252,297
27/09/2019 11:11:45.256,297
27/09/2019 11:11:45.260,297
27/09/2019 11:11:45.264,297
27/09/2019 11:11:45.268,297
27/09/2019 11:11:45.272,297
27/09/2019 11:11:45.276,297
27/09/2019 11:11:45.280,297
27/09/2019 11:11:45.284,297
27/09/2019 11:11:45.288,297
27/09/2019 11:11:45.292,297
27/09/2019 11:11:45.296,297
27/09/2019 11:11:45.300,297
27/09/2019 11:11:45.304,297
27/09/2019 11:11:45.308,297
27/09/2019 11:11:45.312,297
27/09/2019 11:11:45.316,297
27/09/2019 11:11:45.320,297
27/09/2019 11:11:45.324,297
27/09/2019 11:11:45.328,297
27/09/2019 11:11:45.332,297
27/09/2019 11:11:45.336,297
27/09/2019 11:11:45.340,297
27/09/2019 11:11:45.344,297
27/09/2019 11:11:45.348,297
27/09/2019 11:11:45.352,297
27/09/2019 11:11:45.356,297
27/09/2019 11:11:45.360,297
27/09/2019 11:11:45.364,297
27/09/2019 11:11:45.368,297
27/09/2019 11:11:45.372,297
27/09/2019 11:11:45.376,297
27/09/2019 11:11:45.380,297
27/09/2019 11:11:45.384,297
27/09/2019 11:11:45.388,297
27/09/2019 11:11:45.392,297
27/09/2019 11:11:45.396,297
27/09/2019 11:11:45.400,297
27/09/2019 11:11:45.404,297
27/09/2019 11:11:45.408,297
27/09/2019 11:11:45.412,297
27/09/2019 11:11:45.416,297
27/09/2019 11:11:45.420,297
27/09/2019 11:11:45.424,297
27/09/2019 11:11:45.428,297
27/09/2019 11:11:45.432,297
27/09/2019 11:11:45.436,297
27/09/2019 11:11:45.440,297
27/09/2019 11:11:45.444,297
27/09/2019 11:11:45.448,297
27/09/2019 11:11:45.452,297
27/09/2019 11:11:45.456,297
27/09/2019 11:11:45.460,297
27/09/2019 11:11:45.464,297
27/09/2019 11:11:45.468,297
27/09/2019 11:11:45.472,297
27/09/2019 11:11:45.476,297
27/09/2019 11:11:45.480,297
27/09/2019 11:11:45.484,297
27/09/2019 11:11:45.488,297
27/09/2019 11:11:45.492,297
27/09/2019 11:11:45.496,297
27/09/2019 11:11:45.500,297
27/09/2019 11:11:45.504,297
27/09/2019 11:11:45.508,297
27/09/2019 11:11:45.512,297
27/09/2019 11:11:45.516,297
27/09/2019 11:11:45.520,297
27/09/2019 11:11:45.524,297
27/09/2019 11:11:45.528,297
27/09/2019 11:11:45.532,297
27/09/2019 11:11:45.536,297
27/09/2019 11:11:45.540,297
27/09/2019 11:11:45.544,297
27/09/2019 11:11:45.548,297
27/09/2019 11:11:45.552,297
27/09/2019 11:11:45.556,297
27/09/2019 11:11:45.560,297
27/09/2019 11:11:45.564,297
27/09/2019 11:11:45.568,297
27/09/2019 11:11:45.572,297
27/09/2019 11:11:45.576,297
27/09/2019 11:11:45.580,297
27/09/2019 11:11:45.584,297
27/09/2019 11:11:45.588,297
27/09/2019 11:11:45.592,297
27/09/2019 11:11:45.596,297
27/09/2019 11:11:45.600,297
27/09/2019 11:11:45.604,297
27/09/2019 11:11:45.608,297
27/09/2019 11:11:45.612,297
27/09/2019 11:11:45.616,297
27/09/2019 11:11:45.620,297
27/09/2019 11:11:45.624,297
27/09/2019 11:11:45.628,297
27/09/2019 11:11:45.632,297
27/09/2019 11:11:45.636,297
27/09/2019 11:11:45.640,297
27/09/2019 11:11:45.644,297
27/09/2019 11:11:45.648,297
27/09/2019 11:11:45.652,297
27/09/2019 11:11:45.656,297
27/09/2019 11:11:45.660,297
27/09/2019 11:11:45.664,297
27/09/2019 11:11:45.668,297
27/09/2019 11:11:45.672,297
27/09/2019 11:11:45.676,297
27/09/2019 11:11:45.680,297
27/09/2019 11:11:45.684,297
27/09/2019 11:11:45.688,297
