Time,RtoR
,22345
,599
,1219
,429
,163
,645
,1318
,162
,250
,250
,1999
,1375
,1252
,20652
,828
,469
,2803
,3966
,715
,714
,501
,200
,173
,1280
,723
,687
,414
,249
,668
,661
,662
,672
,672
,635
,648
,628
,1224
,611
,631
,620
,641
,638
,668
,680
,671
,664
,628
,625
,612
,3518
,745
,820
,892
,913
,801
,855
,797
,703
,698
,715
,724
,704
,816
,882
,821
,841
,877
,805
,806
,1651
,768
,807
,846
,778
,814
,818
,751
,756
,773
,827
,789
,833
,807
,801
,771
,759
,721
,688
,724
,746
,756
,851
,867
,856
,1657
,869
,757
,798
,830
,785
,1402
,681
,682
,711
,731
,769
,755
,769
,734
,744
,790
,1651
,817
,798
,735
,758
,782
,790
,786
,810
,826
,778
,836
,867
,776
,821
,802
,779
,719
,736
,722
,791
,784
,794
,820
,805
,843
,852
,796
,752
,781
,750
,697
,701
,744
,840
,788
,835
,831
,795
,1717
,1640
,800
,791
,769
,802
,835
,784
,800
,790
,792
,794
,815
,770
,748
,750
,753
,720
,746
,772
,767
,763
,786
,780
,752
,774
,790
,750
,797
,794
,767
,751
,771
,773
,756
,768
,810
,1533
,784
,755
,801
,782
,744
,773
,763
,781
,1563
,757
,800
,783
,742
,763
,761
,766
,779
,769
,754
,715
,728
,713
,723
,737
,725
,745
,783
,750
,770
,751
,752
,795
,789
,755
,786
,798
,740
,754
,703
,713
,718
,699
,754
,742
,777
,730
,770
,756
,749
,753
,750
,741
,704
,694
,698
,707
,704
,699
,730
,741
,709
,710
,719
,699
,746
,787
,724
,768
,736
,700
,684
,678
,686
,682
,701
,697
,705
,690
,730
,748
,755
,767
,729
,781
,792
,771
,783
,783
,734
,758
,753
,739
,761
,797
,767
,653
,137
,804
,755
,754
,743
,695
,708
,723
,1419
,734
,530
,235
,765
,820
,841
,804
,738
,1541
,737
,700
,700
,717
,738
,720
,699
,737
,736
,743
,748
,708
,727
,712
,696
,684
,708
,714
,724
,696
,722
,724
,712
,700
,728
,728
,732
,703
,710
,739
,726
,703
,713
,707
,713
,714
,700
,708
,658
,660
,660
,678
,702
,674
,695
,705
,690
,692
,683
,706
,700
,747
,760
,758
,729
,730
,724
,685
,691
,1408
,689
,715
,743
,769
,718
,740
,806
,759
,773
,766
,748
,735
,747
,726
,739
,742
,719
,749
,764
,787
,786
,800
,753
,752
,776
,761
,715
,741
,693
,677
,682
,731
,799
,792
,775
,788
,812
,819
,831
,813
,813
,788
,783
,760
,772
,750
,717
,735
,711
,694
,695
,694
,694
,743
,781
,773
,799
,882
,881
,834
,860
,806
,799
,803
,799
,794
,777
,791
,757
,772
,785
,793
,778
,779
,799
,797
,749
,778
,761
,731
,693
,700
,685
,686
,674
,695
,708
,740
,726
,1438
,737
,721
,702
,718
,731
,716
,702
,736
,761
,760
,717
,711
,708
,710
,683
,724
,763
,770
,812
,832
,827
,772
,732
,748
,745
,721
,741
,1570
,769
,737
,748
,745
,756
,751
,803
,789
,800
,837
,859
,875
,843
,860
,824
,828
,826
,824
,792
,767
,789
,772
,737
,794
,785
,758
,776
,784
,749
,808
,840
,789
,818
,789
,737
,726
,724
,694
,730
,771
,715
,726
,782
,791
,765
,787
,811
,767
,782
,816
,799
,773
,798
,820
,754
,748
,752
,728
,1450
,766
,761
,727
,760
,788
,798
,760
,790
,801
,806
,756
,762
,747
,712
,735
,736
,742
,707
,727
,754
,733
,743
,753
,716
,698
,716
,736
,726
,705
,707
,1466
,716
,758
,766
,729
,781
,778
,742
,710
,697
,1322
,646
,641
,628
,641
,656
,666
,734
,738
,736
,785
,795
,744
,786
,779
,751
,762
,747
,708
,720
,711
,718
,685
,714
,763
,780
,775
,805
,784
,749
,792
,767
,723
,2102
,690
,707
,762
,732
,777
,791
,762
,749
,748
,1427
,656
,638
,632
,622
,624
,610
,630
,662
,696
,692
,802
,827
,791
,740
,759
,753
,748
,706
,756
,777
,734
,715
,719
,689
,721
,784
,763
,758
,832
,859
,806
,807
,761
,732
,711
,686
,665
,679
,664
,670
,682
,681
,1379
,705
,699
,689
,688
,675
,696
,698
,681
,678
,682
,656
,656
,652
,642
,656
,651
,648
,666
,707
,664
,661
,656
,658
,653
,651
,677
,657
,645
,662
,662
,634
,627
,621
,612
,596
,595
,608
,611
,598
,600
,606
,621
,634
,644
,631
,656
,644
,650
,649
,673
,678
,662
,679
,659
,652
,663
,687
,686
,691
,693
,691
,696
,674
,682
,702
,681
,668
,680
,708
,674
,668
,680
,670
,657
,665
,688
,670
,682
,665
,646
,668
,657
,631
,653
,643
,650
,641
,648
,679
,664
,642
,655
,680
,655
,666
,685
,658
,655
,648
,636
,631
,630
,639
,643
,702
,749
,700
,740
,724
,691
,690
,704
,672
,656
,645
,623
,640
,637
,632
,672
,655
,638
,679
,669
,669
,680
,681
,686
,676
,664
,679
,690
,663
,653
,652
,639
,644
,645
,643
,675
,697
,689
,757
,782
,735
,773
,777
,716
,723
,720
,707
,720
,743
,696
,726
,747
,728
,693
,694
,694
,666
,669
,689
,684
,691
,687
,666
,656
,658
,641
,647
,720
,721
,703
,727
,702
,723
,734
,693
,691
,727
,595
,649
,630
,635
,622
,613
,1252
,628
,608
,632
,637
,630
,637
,631
,634
,641
,637
,623
,625
,614
,626
,609
,600
,617
,597
,613
,599
,590
,587
,602
,589
,584
,595
,581
,591
,589
,1166
,587
,579
,590
,571
,569
,568
,550
,558
,572
,572
,566
,571
,570
,567
,588
,591
,580
,586
,600
,595
,606
,622
,610
,601
,614
,604
,601
,609
,595
,578
,588
,579
,564
,559
,575
,572
,1140
,574
,568
,603
,616
,597
,610
,618
,619
,613
,620
,598
,594
,594
,582
,568
,569
,579
,579
,560
,563
,576
,1150
,589
,585
,587
,607
,596
,586
,593
,571
,564
,568
,566
,554
,551
,557
,569
,558
,562
,579
,574
,582
,607
,603
,586
,590
,578
,565
,574
,580
,572
,567
,578
,578
,566
,573
,578
,575
,563
,581
,571
,573
,587
,592
,583
,583
,594
,584
,570
,572
,584
,607
,626
,615
,600
,606
,614
,1190
,614
,605
,598
,1190
,580
,591
,582
,572
,569
,568
,560
,577
,577
,578
,580
,609
,595
,593
,605
,598
,590
,599
,596
,587
,603
,598
,587
,618
,623
,598
,590
,587
,580
,580
,570
,575
,589
,588
,599
,604
,584
,584
,600
,586
,585
,581
,565
,560
,564
,547
,547
,552
,549
,548
,570
,559
,555
,569
,574
,562
,568
,569
,560
,561
,557
,544
,543
,551
,568
,562
,570
,570
,565
,571
,582
,567
,570
,590
,586
,573
,1184
,582
,594
,590
,581
,576
,569
,547
,542
,545
,530
,529
,529
,525
,523
,518
,520
,529
,537
,540
,534
,555
,557
,557
,575
,586
,588
,580
,587
,586
,579
,1151
,584
,570
,566
,573
,572
,555
,575
,567
,552
,552
,564
,567
,567
,578
,595
,582
,600
,607
,599
,622
,613
,600
,608
,589
,575
,571
,567
,557
,568
,582
,595
,594
,593
,606
,605
,600
,608
,587
,577
,568
,555
,544
,554
,550
,538
,542
,550
,554
,552
,1143
,1158
,579
,582
,595
,604
,592
,1209
,578
,582
,566
,554
,552
,1118
,563
,593
,602
,606
,629
,622
,604
,622
,604
,600
,614
,604
,617
,634
,625
,619
,622
,613
,611
,643
,627
,609
,625
,615
,1214
,609
,592
,581
,573
,588
,590
,586
,612
,614
,608
,605
,600
,616
,606
,1206
,594
,588
,602
,597
,595
,604
,600
,601
,595
,614
,613
,617
,629
,611
,621
,621
,601
,607
,623
,602
,601
,614
,608
,601
,607
,604
,593
,595
,602
,596
,584
,587
,583
,569
,569
,583
,575
,573
,583
,588
,585
,599
,597
,590
,591
,597
,590
,589
,605
,603
,586
,587
,583
,561
,560
,564
,556
,549
,556
,572
,570
,562
,583
,575
,561
,578
,579
,574
,581
,597
,586
,583
,582
,611
,602
,583
,595
,603
,588
,1160
,583
,575
,583
,595
,585
,577
,595
,592
,585
,1724
,1725
,578
,591
,1176
,581
,596
,590
,587
,600
,601
,586
,581
,589
,593
,589
,587
,602
,591
,585
,600
,602
,591
,592
,599
,593
,587
,585
,608
,596
,589
,598
,594
,595
,600
,607
,589
,591
,1193
,578
,590
,589
,587
,605
,605
,588
,592
,585
,563
,552
,575
,580
,585
,1210
,596
,615
,618
,611
,623
,622
,608
,611
,620
,604
,602
,613
,599
,597
,591
,580
,566
,575
,573
,558
,569
,569
,562
,560
,575
,1150
,589
,577
,582
,586
,591
,584
,584
,594
,580
,580
,585
,570
,570
,578
,582
,580
,603
,599
,601
,604
,593
,588
,586
,1181
,592
,593
,609
,613
,591
,598
,593
,585
,591
,594
,586
,582
,606
,601
,601
,612
,626
,615
,613
,626
,608
,590
,597
,611
,597
,584
,580
,583
,577
,573
,573
,1147
,590
,576
,575
,582
,571
,572
,584
,590
,578
,575
,595
,581
,575
,581
,591
,577
,588
,1211
,598
,617
,605
,593
,596
,607
,589
,583
,588
,586
,579
,593
,589
,575
,590
,584
,581
,579
,592
,591
,580
,596
,597
,586
,584
,596
,579
,565
,555
,545
,532
,527
,539
,546
,541
,535
,555
,567
,566
,573
,582
,585
,579
,1158
,573
,589
,610
,581
,572
,578
,571
,558
,565
,566
,565
,1788
,601
,623
,614
,616
,628
,613
,595
,589
,573
,557
,557
,560
,562
,557
,570
,582
,570
,566
,569
,589
,618
,614
,589
,576
,573
,585
,581
,574
,575
,577
,564
,566
,572
,566
,552
,537
,543
,537
,533
,546
,562
,550
,552
,566
,577
,578
,584
,615
,1202
,1209
,1220
,602
,602
,631
,609
,604
,617
,611
,601
,1197
,584
,590
,575
,574
,573
,579
,571
,580
,576
,573
,593
,597
,590
,601
,605
,600
,612
,607
,597
,615
,606
,596
,596
,608
,594
,597
,601
,597
,591
,614
,599
,1188
,590
,576
,580
,586
,580
,579
,589
,1171
,588
,589
,584
,584
,598
,594
,590
,607
,606
,593
,1202
,589
,597
,588
,577
,578
,570
,565
,570
,581
,1148
,581
,587
,576
,581
,576
,572
,591
,609
,601
,590
,601
,593
,1173
,575
,565
,571
,572
,555
,556
,563
,556
,544
,1094
,541
,542
,552
,570
,560
,582
,619
,595
,597
,611
,602
,596
,610
,611
,605
,611
,604
,593
,586
,595
,583
,572
,571
,577
,567
,567
,581
,590
,582
,585
,597
,586
,567
,580
,583
,581
,576
,598
,599
,588
,596
,589
,584
,563
,563
,551
,1108
,563
,560
,565
,586
,583
,581
,593
,626
,612
,623
,652
,641
,623
,618
,615
,598
,590
,595
,586
,581
,578
,578
,573
,565
,574
,590
,585
,596
,607
,599
,633
,619
,606
,605
,601
,595
,1173
,584
,575
,579
,589
,572
,568
,576
,571
,576
,589
,578
,567
,582
,579
,569
,574
,567
,550
,547
,556
,554
,556
,551
,568
,583
,575
,579
,588
,579
,574
,585
,584
,580
,587
,583
,564
,572
,588
,573
,571
,581
,566
,568
,576
,582
,574
,581
,588
,580
,571
,581
,571
,563
,561
,556
,544
,539
,546
,544
,1084
,547
,553
,1120
,566
,571
,586
,585
,569
,579
,581
,574
,578
,587
,570
,582
,598
,584
,591
,601
,586
,604
,613
,603
,612
,616
,597
,602
,613
,613
,597
,599
,584
,572
,566
,559
,549
,551
,553
,552
,570
,588
,577
,595
,600
,594
,601
,615
,605
,607
,613
,595
,602
,603
,603
,610
,620
,607
,599
,610
,594
,591
,600
,602
,596
,613
,608
,599
,609
,613
,605
,1211
,594
,598
,603
,593
,589
,595
,583
,576
,584
,584
,570
,567
,577
,571
,579
,597
,583
,583
,600
,582
,573
,586
,571
,566
,578
,583
,570
,564
,578
,567
,556
,558
,572
,569
