Time,BtoB
,6000
,6960
,3980
,3910
,2770
,5840
,2400
,9340
,6460
,5010
,3180
,1800
,1080
,1290
,6270
,3280
,1260
,5560
,3230
,3440
,1580
,4170
,2710
,1580
,1640
,5210
,2640
,1920
,1410
,2140
,2490
,6280
,1740
,2190
,2560
,5260
,3320
,3240
,3170
,2960
,2960
,4880
,2960
,3140
,3110
,3000
,2790
,3260
,2770
,3000
,2770
,3100
,2790
,3040
,3260
,3200
,3480
,3270
,3090
,2830
,2700
,2750
,6070
,3410
,3900
,2960
,3130
,3210
,3290
,3790
,3220
,3230
,2520
,4610
,2290
,2880
,3010
,2710
,2900
,3090
,5060
,1930
,3910
,2670
,4100
,910
,5180
,2030
,3890
,3040
,4190
,3660
,3280
,3200
,2980
,2660
,3260
,3160
,6060
,3480
,2770
,3270
,2430
,2940
,2760
,3120
,3800
,2850
,3310
,2900
,3760
,2970
,3260
,3410
,2380
,2590
,3240
,3270
,2500
,5720
,2850
,3140
,4120
,2420
,4070
,3180
,2290
,3630
,3660
,3310
,3700
,2930
,3120
,3010
,2960
,2860
,3050
,3390
,2520
,1810
,2510
,3960
,2400
,3970
,3140
,2950
,3320
,3540
,3390
,4300
,3170
,4090
,2480
,3520
,3590
,1840
,2200
,5200
,5260
,6400
,3780
,1240
,3180
,3170
,2930
,3680
,3950
,3720
,3850
,2030
,4100
,6610
,2250
,3980
,3180
,4120
,1410
,2560
,4030
,4720
,1620
,2160
,2120
,1780
,2120
,2840
,3210
,3450
,1840
,1530
,1990
,2490
,1210
,2120
,2000
,1580
,2090
,1560
,1570
,2390
,1390
,1910
,1520
,1910
,2410
,1110
,2140
,1470
,2010
,2220
,1540
,1850
,2050
,2080
,1970
,1770
,2190
,1660
,2090
,2050
,1790
,1910
,1930
,1860
,1710
,2110
,1500
,2020
,2050
,1490
,2050
,1740
,1810
,1970
,1500
,2040
,1790
,1820
,1650
,1930
,1690
,1880
,2430
,1700
,2370
,700
,1670
,730
,1540
,2660
,2090
,3690
,3770
,2270
,3370
,2380
,2920
,3790
,1890
,2780
,1950
,2760
,2850
,2790
,2510
,2730
,2910
,2620
,2820
,2800
,3410
,2380
,3500
,3330
,2560
,3030
,2920
,2810
,2630
,2750
,2740
,2630
,2660
,2720
,3120
,3560
,2820
,2340
,2530
,3470
,3110
,2580
,2200
,2520
,2620
,2370
,2290
,2420
,2400
,2530
,2390
,2460
,2210
,2330
,2910
,2640
,2530
,2780
,2250
,2920
,2620
,2720
,2050
,2380
,2270
,2500
,2570
,2370
,2560
,2420
,2620
,2420
,2320
,2620
,2250
,2370
,2220
,2300
,2150
,2250
,2280
,2080
,2350
,2360
,2160
,2130
,2670
,2310
,1930
,2450
,2570
,2280
,2150
,2560
,2000
,2180
,1880
,2750
,2220
,2180
,3450
,3250
,2730
,2830
,800
,4460
,1990
,3170
,3040
,2600
,1480
,2210
,2110
,2100
,1970
,2730
,3650
,2660
,1970
,3820
,3870
,2200
,1480
,3230
,1640
,2590
,2490
,1710
,1710
,2740
,1560
,4910
,1820
,2320
,1630
,1040
,2560
,1670
,3140
,1970
,1890
,1590
,1530
,2990
,1600
,1850
,2220
,2070
,1690
,2370
,1890
,2650
,2050
,2530
,1870
,2080
,2910
,3000
,1810
,1780
,2540
,2230
,2190
,2050
,2560
,1760
,2210
,1920
,2030
,2730
,2210
,1970
,2870
,3070
,1740
,1700
,2260
,2460
,3670
,1890
,920
,1600
,2240
,2510
,1340
,2830
,4180
,1540
,2570
,2280
,2310
,1200
,2550
,1740
,2320
,710
,1920
,1720
,1540
,2380
,1390
,1740
,1790
,1400
,1920
,1920
,2080
,2460
,1410
,2530
,1050
,2640
,2090
,3480
,1060
,1300
,2140
,2570
,3420
,2040
,2030
,1730
,2190
,2480
,1710
,2200
,1600
,1720
,1660
,2330
,1560
,1530
,1640
,1720
,1960
,2410
,1640
,1860
,1750
,1610
,1690
,2030
,1760
,1710
,1630
,1820
,1750
,2050
,1850
,2540
,1510
,1270
,2590
,2610
,2580
,1120
,1780
,2400
,2470
,1980
,2520
,3340
,1550
,1690
,3450
,830
,1600
,1920
,1740
,1940
,1460
,1530
,1910
,1720
,1540
,1720
,1580
,1840
,1560
,1610
,1590
,1900
,2020
,1930
,1810
,1970
,2680
,2040
,2110
,1880
,1810
,3040
,2490
,2210
,2570
,4230
,6560
,1610
,3970
,1340
,3370
,2780
,6170
,2150
,2340
,3340
,1710
,1880
,5370
,1500
,2910
,3510
,2460
,10270
,3270
,3800
,5020
,2880
,3060
,1800
,2710
,1640
,1730
,1970
,4550
,2370
,2770
,2900
,2020
,1660
,2990
,2640
,2450
,2490
,2220
,3370
,1750
,9190
,1410
,4610
,2990
,2250
,2310
,2580
,4260
,3770
,3440
,1720
,1530
,7980
,1660
,2430
,1510
,3410
,1100
,2080
,2230
,2970
,790
,2260
,1250
,3450
,2310
,2040
,1880
,1050
,1600
,4450
,1670
,3190
,1520
,1850
,2150
,2790
,2520
,4090
,2890
,1700
,3560
,2320
,2100
,4740
,3000
,2870
,1060
,2570
,2610
,2330
,3210
,4570
,660
,4590
,2340
,2290
,2720
,3730
,1700
,2260
,2990
,2460
,2620
,4240
,4330
,3810
,1770
,3200
,3130
,2660
,3170
,3030
,8100
,4500
,2710
,2070
,2720
,2400
,2520
,2710
,14500
,1970
,2570
,2310
,2760
,2450
,2680
,2190
,8910
,3340
,3360
,2760
,2770
,2360
,2320
,2840
,2590
,2640
,2930
,1260
,3240
,2460
,2690
,6370
,2810
,2500
,3900
,3530
,3710
,2500
,2600
,2260
,3400
,3390
,3020
,3220
,2680
,2980
,2930
,4330
,3130
,2060
,5890
,2520
,1270
,2050
,3650
,2290
,2860
,2580
,3000
,3390
,2920
,1490
,1580
,3530
,2860
,2460
,3160
,3590
,2130
,2900
,5040
,3400
,3470
,2920
,3410
,2650
,3000
,2440
,1950
,3140
,3780
,3130
,3080
,3270
,4160
,3350
,3140
,3260
,3110
,3220
,2860
,2940
,3330
,2860
,3450
,1680
,3060
,2430
,2840
,3620
,7410
,1890
,5410
,7420
,5580
,2590
,2750
,2000
,3360
,3550
,3510
,3890
,4070
,2240
,2670
,5010
,5080
,1220
,5480
,3340
,4270
