SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,11,07,52334439,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,11,07,52353064,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,11,07,52376052,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,11,07,52376064,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2019,11,07,52376148,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2019,11,07,52377369,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2019,11,07,52378112,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,11,07,52378379,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2019,11,07,52391729,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2019,11,07,52396119,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2019,11,07,52407119,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,11,07,53186099,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Orange.
0,2019,11,07,53200849,4096,Physiological,RogAlgorithm,0,ROG status change from Orange to Green.
0,2019,11,07,53478089,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,11,07,53556089,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,11,07,53597599,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,11,07,53602620,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,11,07,53690340,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Orange.
0,2019,11,07,53700210,4096,Physiological,RogAlgorithm,0,ROG status change from Orange to Red.
0,2019,11,07,53706209,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
