Time,BtoB
,6000
,2080
,7400
,6000
,6000
,4880
,5480
,9560
,5640
,3400
,2040
,4440
,3920
,1840
,3840
,4760
,4920
,4240
,5160
,9760
,4120
,4920
,4560
,4240
,5160
,4520
,6240
,4960
,4240
,5840
,5680
,3760
,4360
,4920
,4440
,4360
,1680
,4960
,4440
,4680
,4720
,6240
,3400
,3920
,5880
,3920
,2440
,3400
,4200
,5840
,4960
,3520
,5200
,4920
,7520
,2360
,4960
,4280
,4600
,5400
,4360
,4640
,5200
,2240
,3280
,4280
,5120
,2560
,3360
,4040
,4440
,3360
,6320
,4600
,5160
,5560
,5840
,3680
,3560
,5880
,4000
,1920
,8600
,3800
,6000
,5000
,4200
,5000
,4080
,5800
,4200
,4560
,5840
,4480
,6000
,3200
,4240
,5360
,5480
,3120
,6200
,5160
,4200
,5360
,4600
,2360
,3520
,4840
,4960
,2680
,4200
,5640
,1800
,2000
,6800
,4920
,5880
,4520
,2960
,1520
,1360
,2160
,1560
,4480
,2120
,3040
,4240
,3840
,5920
,3640
,5600
,4040
,6120
,2040
,2880
,2560
,4080
,1520
,1880
,3520
,3680
,1440
,1680
,2320
,4000
,2760
,2920
,5160
,6600
,3520
,1560
,3800
,5600
,4800
,4160
,3480
,5480
,5160
,4240
,4360
,5200
,5800
,1720
,2720
,5720
,4000
,1400
,2400
,2880
,4120
,4200
,3720
,4720
,3920
,3440
,3000
,1680
,4320
,4520
,3920
,5480
,5480
,4320
,4320
,3920
,6920
,5400
,3520
,6000
,4360
,3920
,3960
,5040
,6400
,2960
,3080
,4000
,6080
,3480
,3520
,2440
,2400
,1640
,5040
,3880
,4480
,4360
,4240
,4640
,2160
,3320
,4760
,6040
,5040
,6280
,1360
,2360
,2720
,6680
,2720
,3600
,1920
,1480
,4400
,3280
,2040
,4400
,4360
,5160
,5000
,3480
,3560
,2640
,4400
,4400
,4600
,2480
,3160
,4160
,3920
,2120
,3120
,3120
,3640
,4760
,1880
,2120
,4520
,4520
,4840
,5600
,5280
,6040
,2800
,6160
,2720
,3920
,2720
,3920
,5000
,6320
,2320
,6440
,2440
,2640
,2880
,1360
,5480
,5680
,6520
,7120
,4840
,2680
,2520
,3920
,7120
,1960
,3080
,6160
,5440
,4160
,4000
,7000
,4720
,4720
,4760
,4760
,2680
,1760
,1400
,5160
,1840
,2720
,4960
,4600
,2920
,5640
,3480
,2320
,2880
,1880
,5280
,2200
,1720
,5640
,5480
,8440
,3640
,4520
,6240
,4360
,7040
,2440
,6480
,4000
,4720
,4160
,1680
,4560
,3640
,5520
,4840
,3920
,4320
,1520
,6320
,3360
,4440
,5800
,9400
,6640
,2720
,3040
,2720
,4520
,4880
,4480
,4000
,5440
,5880
,3120
,1760
,1840
,2160
,4840
,2840
,2440
,3840
,3440
,2720
,3920
,4040
,4000
,2600
,3560
,4200
,5000
,5880
,9040
,6160
,4360
,3200
,5760
,5360
,4240
,5240
,5280
,2320
,1680
,3320
,5000
,5040
,4680
,2720
,4880
,3360
,3640
,4720
,1840
,3840
,4880
,6040
,5000
,4360
,4320
,1920
,2720
,7240
,3000
,4160
,1360
,3960
,6840
,2960
,5520
,4200
,1400
,3560
,4360
,5400
,4280
,3880
,4600
,4520
,8240
,6880
,2040
,4400
,7240
,3880
,2840
,6160
,3960
,6440
,3360
,5920
,6000
,4200
,6960
,8240
,3600
,4840
,6520
,2720
,2000
,3600
,2520
,1640
,2000
,2960
,1760
,1840
,5280
,2280
,7120
,6040
,5040
,3320
,4280
,5680
,3240
,1360
,4200
,4280
,6880
,6960
,3640
,4120
,6480
,7480
,6000
,3120
,4640
,8040
,3960
,5360
,6880
,4280
,5320
,3720
,2160
,3120
,6920
,2040
,4680
,1440
,2320
,5960
,3240
,3960
,3760
,1440
,6080
,5280
