0.01425	855
0.028583333	860
0.0412	757
0.055616667	865
0.071033333	925
0.08515	847
0.098983333	830
0.114183333	912
0.1289	883
0.14145	753
0.154733333	797
0.1692	868
0.183416667	853
0.197816667	864
0.212283333	868
0.227083333	888
0.240533333	807
0.254066667	812
0.267933333	832
0.282	844
0.29425	735
0.307133333	773
0.32055	805
0.332666667	727
0.345416667	765
0.35925	830
0.373466667	853
0.386416667	777
0.400916667	870
0.415666667	885
0.42965	839
0.442216667	754
0.4561	833
0.47065	873
0.482983333	740
0.495483333	750
0.509	811
0.523333333	860
0.53595	757
0.549983333	842
0.56535	922
0.580133333	887
0.593816667	821
0.609366667	933
0.625466667	966
0.639016667	813
0.652716667	822
0.667033333	859
0.681033333	840
0.69335	739
0.706533333	791
0.720383333	831
0.7336	793
0.745483333	713
0.75905	814
0.7717	759
0.785483333	827
0.8004	895
0.8155	906
0.828883333	803
0.842683333	828
0.856583333	834
0.868783333	732
0.881716667	776
0.8958	845
0.91055	885
0.9241	813
0.938416667	859
0.95305	878
0.96665	816
0.980083333	806
0.99355	808
1.006066667	751
1.019216667	789
1.032816667	816
1.046316667	810
1.0588	749
1.0724	816
1.086366667	838
1.098733333	742
1.11105	739
1.124	777
1.138166667	850
1.15145	797
1.16555	846
1.17825	762
1.191566667	799
1.205766667	852
1.220183333	865
1.233433333	795
1.246566667	788
1.258983333	745
1.270833333	711
1.283433333	756
1.29665	793
1.308666667	721
1.321466667	768
1.335566667	846
1.34975	851
1.36155	708
1.372733333	671
1.384216667	689
1.396316667	726
1.409683333	802
1.424833333	909
1.439616667	887
1.454016667	864
1.46775	824
1.48125	810
1.49465	804
1.508683333	842
1.522833333	849
1.53745	877
1.552	873
1.566633333	878
1.580483333	831
1.593866667	803
1.605766667	714
1.617783333	721
1.630216667	746
1.642133333	715
1.654216667	725
1.667116667	774
1.680183333	784
1.6921	715
1.705583333	809
1.721333333	945
1.736366667	902
1.751666667	918
1.768916667	1035
1.784016667	906
1.798816667	888
1.81205	794
1.82405	720
1.836433333	743
1.849866667	806
1.8622	740
1.873983333	707
1.8863	739
1.89945	789
1.91195	750
1.92555	816
1.939016667	808
1.951516667	750
1.964233333	763
1.977383333	789
1.989966667	755
2.003416667	807
2.017566667	849
2.030616667	783
2.04395	800
2.057866667	835
2.070616667	765
2.082883333	736
2.09545	754
2.108183333	764
2.120466667	737
2.132466667	720
2.1438	680
2.155233333	686
2.166766667	692
2.179083333	739
2.191466667	743
2.204316667	771
2.218916667	876
2.234116667	912
2.2467	755
2.2586	714
2.2703	702
2.282683333	743
2.295333333	759
2.30825	775
2.322383333	848
2.33595	814
2.34905	786
2.361566667	751
2.374466667	774
2.387666667	792
2.40195	857
2.4164	867
2.429133333	764
2.442316667	791
2.456016667	822
2.468916667	774
2.482633333	823
2.496466667	830
2.508583333	727
2.5221	811
2.5367	876
2.550266667	814
2.563816667	813
2.5787	893
2.594166667	928
2.609016667	891
2.624566667	933
2.64005	929
2.653283333	794
2.667366667	845
2.682466667	906
2.69555	785
2.709616667	844
2.723966667	861
2.736933333	778
2.75115	853
2.766883333	944
2.782066667	911
2.798366667	978
2.8134	902
2.82775	861
2.842383333	878
2.857666667	917
2.870966667	798
2.884966667	840
2.899816667	891
2.913566667	825
2.9276	842
2.94255	897
2.956466667	835
2.97025	827
2.98505	888
3.000233333	911
3.014183333	837
3.02845	856
3.043233333	887
3.0587	928
3.072016667	799
3.086216667	852
3.101266667	903
3.115066667	828
3.128533333	808
3.142833333	858
3.157833333	900
3.172633333	888
3.185133333	750
3.197033333	714
3.209933333	774
3.2231	790
3.235583333	749
3.249983333	864
3.264833333	891
3.277666667	770
3.291383333	823
3.3061	883
3.320416667	859
3.334233333	829
3.3488	874
3.3641	918
3.378166667	844
3.391866667	822
3.404566667	762
3.418183333	817
3.43155	802
3.443983333	746
3.457716667	824
3.471216667	810
3.483266667	723
3.496466667	792
3.51025	827
3.523116667	772
3.536616667	810
3.55085	854
3.56305	732
3.575333333	737
3.588583333	795
3.601316667	764
3.614983333	820
3.6294	865
3.643116667	823
3.657533333	865
3.672216667	881
3.685766667	813
3.70035	875
3.714516667	850
3.72815	818
3.741816667	820
3.755183333	802
3.768083333	774
3.782166667	845
3.79745	917
3.81105	816
3.82505	840
3.840716667	940
3.8559	911
3.8687	768
3.88225	813
3.897233333	899
3.911166667	836
3.9252	842
3.93895	825
3.952816667	832
3.9672	863
3.9812	840
3.99355	741
4.007433333	833
4.021783333	861
4.035133333	801
4.049283333	849
4.06505	946
4.079416667	862
4.094183333	886
4.107483333	798
4.119616667	728
4.13285	794
4.14705	852
4.16075	822
4.172566667	709
4.184983333	745
4.198116667	788
4.21225	848
4.225583333	800
4.23825	760
4.252183333	836
4.2673	907
4.282283333	899
4.295516667	794
4.309416667	834
4.323916667	870
4.338966667	903
4.354183333	913
4.367083333	774
4.378983333	714
4.3911	727
4.403466667	742
4.41545	719
4.4292	825
4.444466667	916
4.45875	857
4.473083333	860
4.48755	868
4.502166667	877
4.514733333	754
4.527483333	765
4.540516667	782
4.5537	791
4.565733333	722
4.578083333	741
4.592083333	840
4.606416667	860
4.619866667	807
4.634816667	897
4.648683333	832
4.662333333	819
4.677333333	900
4.691766667	866
4.7064	878
4.721416667	901
4.7342	767
4.745866667	700
4.757983333	727
4.7721	847
4.785766667	820
4.79835	755
4.81295	876
4.827516667	874
4.840583333	784
4.85325	760
4.8663	783
4.879366667	784
4.89265	797
4.906416667	826
4.9196	791
4.933116667	811
4.946066667	777
4.960016667	837
4.9732	791
4.986	768
4.9998	828
5.01285	783
5.02685	840
5.04035	810
5.052883333	752
5.065616667	764
5.0782	755
5.090133333	716
5.10185	703
5.114416667	754
5.129533333	907
5.1435	838
5.1563	768
5.170633333	860
5.184383333	825
5.196566667	731
5.210116667	813
5.2236	809
5.236216667	757
5.249816667	816
5.263583333	826
5.276283333	762
5.289166667	773
5.301716667	753
5.3145	767
5.326583333	725
5.340266667	821
5.355133333	892
5.368616667	809
5.381616667	780
5.393283333	700
5.405383333	726
5.41855	790
5.4303	705
5.44275	747
5.455966667	793
5.468266667	738
5.480866667	756
5.493766667	774
5.505716667	717
5.5187	779
5.531983333	797
5.54495	778
5.556666667	703
5.5694	764
5.5826	792
5.595266667	760
5.6073	722
5.621283333	839
5.63585	874
5.650216667	862
5.662633333	745
5.675833333	792
5.689683333	831
5.703983333	858
5.717416667	806
5.7293	713
5.741916667	757
5.75585	836
5.769483333	818
5.781983333	750
5.795766667	827
5.8102	866
5.82285	759
5.836383333	812
5.850483333	846
5.8645	841
5.876683333	731
5.889666667	779
5.903766667	846
5.917683333	835
5.930216667	752
5.94415	836
5.959283333	908
5.974616667	920
5.98845	830
6.002066667	817
6.016266667	852
6.030683333	865
6.043616667	776
6.056583333	778
6.070016667	806
6.083966667	837
6.096883333	775
6.110566667	821
6.124083333	811
6.13705	778
6.150966667	835
6.167116667	969
6.183133333	961
6.196283333	789
6.210433333	849
6.225033333	876
6.240133333	906
6.253666667	812
6.267933333	856
6.282716667	887
6.2973	875
6.310533333	794
6.32495	865
6.341333333	983
6.35675	925
6.370966667	853
6.384516667	813
6.396833333	739
6.409216667	743
6.421866667	759
6.435516667	819
6.448883333	802
6.461616667	764
6.47485	794
6.487966667	787
6.499716667	705
6.511266667	693
6.523483333	733
6.536933333	807
6.5492	736
6.561883333	761
6.57545	814
6.589266667	829
6.60245	791
6.61705	876
6.63285	948
6.646666667	829
6.659133333	748
