0.0102	565
0.020333333	612
0.030216667	608
0.0407	593
0.05155	629
0.062733333	651
0.073616667	671
0.083683333	653
0.09365	604
0.103733333	598
0.114066667	605
0.124216667	620
0.134466667	609
0.144833333	615
0.156133333	622
0.167616667	678
0.178933333	689
0.189916667	679
0.200416667	659
0.2109	630
0.2216	629
0.232483333	642
0.243433333	653
0.25455	657
0.265116667	667
0.275366667	634
0.285833333	615
0.296066667	628
0.305933333	614
0.315666667	592
0.325183333	584
0.335316667	571
0.346216667	608
0.356216667	654
0.366083333	600
0.375783333	592
0.385133333	582
0.39465	561
0.404466667	571
0.414433333	589
0.425066667	598
0.436433333	638
0.448016667	682
0.459933333	695
0.471883333	715
0.4839	717
0.496083333	721
0.508283333	731
0.519716667	732
0.53095	686
0.54215	674
0.55365	672
0.56565	690
0.57795	720
0.589233333	738
0.600433333	677
0.61175	672
0.623483333	679
0.635616667	704
0.647183333	728
0.658433333	694
0.669816667	675
0.681666667	683
0.693216667	711
0.704133333	693
0.715333333	655
0.72665	672
0.737916667	679
0.748616667	676
0.759333333	642
0.77035	643
0.7814	661
0.792483333	663
0.8037	665
0.814733333	673
0.825233333	662
0.8357	630
0.846616667	628
0.85755	655
0.868083333	656
0.87845	632
0.88905	622
0.899616667	636
0.910016667	634
0.919983333	624
0.929816667	598
0.93945	590
0.948966667	578
0.9584	571
0.9678	566
0.9773	564
0.986883333	570
0.996583333	575
1.006233333	582
1.015566667	579
1.024833333	560
1.034283333	556
1.043733333	567
1.053133333	567
1.062733333	564
1.07245	576
1.0825	583
1.09215	603
1.1017	579
1.11105	573
1.12035	561
1.129616667	558
1.138733333	556
1.1478	547
1.15705	544
1.166616667	555
1.176183333	574
1.18545	574
1.194733333	556
1.204416667	557
1.21395	581
1.2237	572
1.2335	585
1.243466667	588
1.2535	598
1.263433333	602
1.273383333	596
1.283316667	597
1.29305	596
1.30255	584
1.3121	570
1.322116667	573
1.331883333	601
1.34155	586
1.351766667	580
1.362016667	613
1.372433333	615
1.3838	625
1.394883333	682
1.4055	665
1.415883333	637
1.4259	623
1.435816667	601
1.446016667	595
1.456216667	612
1.4663	612
1.476233333	605
1.486116667	596
1.49585	593
1.50535	584
1.514816667	570
1.524816667	568
1.535266667	600
1.5458	627
1.5561	632
1.56695	618
1.577233333	651
1.587633333	617
1.598766667	624
1.60985	668
1.620866667	665
1.631733333	661
1.64255	652
1.653383333	649
1.66405	650
1.67465	640
1.6855	636
1.696183333	651
1.706833333	641
1.717333333	639
1.727716667	630
1.7377	623
1.7478	599
1.7578	606
1.7676	600
1.777583333	588
1.7877	599
1.79795	607
1.808216667	615
1.81895	616
1.82975	644
1.84055	648
1.85095	648
1.86115	624
1.871216667	612
1.881416667	604
1.89155	612
1.901183333	608
1.910433333	578
1.919583333	555
1.9287	549
1.937983333	547
1.947816667	557
1.958366667	590
1.96875	633
1.97955	623
1.99065	648
2.001216667	666
2.01205	634
2.022466667	650
2.03265	625
2.042666667	611
