SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,09,13,41414439,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,09,13,41422657,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,09,13,41423064,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2019,09,13,41430669,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2019,09,13,41431064,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2019,09,13,41440065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,09,13,41588899,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,13,41602410,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,13,41628260,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,13,41684530,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,13,41879899,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,13,41914520,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,13,42928359,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,13,42933359,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,13,43466143,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,09,13,43466349,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2019,09,13,43466349,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2019,09,13,43466682,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2019,09,13,43467349,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2019,09,13,43467349,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
