SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,09,20,42763404,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,09,20,42767068,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,09,20,42768031,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2019,09,20,42778173,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2019,09,20,42779032,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2019,09,20,42782030,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,09,20,42784029,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,20,42784029,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2019,09,20,42785030,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,09,20,44414089,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,20,44428089,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,20,44451990,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,20,44469989,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,20,44504839,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,09,20,44516710,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,09,20,44772716,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,09,20,44773069,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2019,09,20,44773069,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
