SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,10,22,33560422,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,10,22,33564049,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,22,33572049,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,22,33577049,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,22,33597049,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,22,33602047,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,22,33607049,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,22,33622049,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,22,33625049,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,10,22,35664349,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
