Time,BreathingWaveform
28/10/2019 14:23:44.429,0
28/10/2019 14:23:44.469,0
28/10/2019 14:23:44.509,0
28/10/2019 14:23:44.549,0
28/10/2019 14:23:44.589,0
28/10/2019 14:23:44.629,0
28/10/2019 14:23:44.669,0
28/10/2019 14:23:44.709,0
28/10/2019 14:23:44.749,0
28/10/2019 14:23:44.789,0
28/10/2019 14:23:44.829,0
28/10/2019 14:23:44.869,0
28/10/2019 14:23:44.909,0
28/10/2019 14:23:44.949,0
28/10/2019 14:23:44.989,0
28/10/2019 14:23:45.029,0
28/10/2019 14:23:45.069,0
28/10/2019 14:23:45.109,0
28/10/2019 14:23:45.149,0
28/10/2019 14:23:45.189,0
28/10/2019 14:23:45.229,0
28/10/2019 14:23:45.269,0
28/10/2019 14:23:45.309,0
28/10/2019 14:23:45.349,0
28/10/2019 14:23:45.389,0
28/10/2019 14:23:45.429,0
28/10/2019 14:23:45.469,0
28/10/2019 14:23:45.509,0
28/10/2019 14:23:45.549,0
28/10/2019 14:23:45.589,0
28/10/2019 14:23:45.629,0
28/10/2019 14:23:45.669,0
28/10/2019 14:23:45.709,0
28/10/2019 14:23:45.749,0
28/10/2019 14:23:45.789,0
28/10/2019 14:23:45.829,0
28/10/2019 14:23:45.869,0
28/10/2019 14:23:45.909,0
28/10/2019 14:23:45.949,0
28/10/2019 14:23:45.989,0
28/10/2019 14:23:46.029,0
28/10/2019 14:23:46.069,0
28/10/2019 14:23:46.109,0
28/10/2019 14:23:46.149,0
28/10/2019 14:23:46.189,0
28/10/2019 14:23:46.229,0
28/10/2019 14:23:46.269,0
28/10/2019 14:23:46.309,0
28/10/2019 14:23:46.349,0
28/10/2019 14:23:46.389,0
28/10/2019 14:23:46.429,0
28/10/2019 14:23:46.469,0
28/10/2019 14:23:46.509,0
28/10/2019 14:23:46.549,0
28/10/2019 14:23:46.589,0
28/10/2019 14:23:46.629,0
28/10/2019 14:23:46.669,0
28/10/2019 14:23:46.709,0
28/10/2019 14:23:46.749,0
