Time,BreathingWaveform
03/09/2019 06:50:48.446,0
03/09/2019 06:50:48.486,0
03/09/2019 06:50:48.526,0
03/09/2019 06:50:48.566,0
03/09/2019 06:50:48.606,0
03/09/2019 06:50:48.646,0
03/09/2019 06:50:48.686,0
03/09/2019 06:50:48.726,0
03/09/2019 06:50:48.766,0
03/09/2019 06:50:48.806,0
03/09/2019 06:50:48.846,0
03/09/2019 06:50:48.886,0
03/09/2019 06:50:48.926,0
03/09/2019 06:50:48.966,0
03/09/2019 06:50:49.006,0
03/09/2019 06:50:49.046,0
03/09/2019 06:50:49.086,0
03/09/2019 06:50:49.126,0
03/09/2019 06:50:49.166,0
03/09/2019 06:50:49.206,0
03/09/2019 06:50:49.246,0
03/09/2019 06:50:49.286,0
03/09/2019 06:50:49.326,0
03/09/2019 06:50:49.366,0
03/09/2019 06:50:49.406,0
03/09/2019 06:50:49.446,0
03/09/2019 06:50:49.486,0
03/09/2019 06:50:49.526,0
03/09/2019 06:50:49.566,0
03/09/2019 06:50:49.606,0
03/09/2019 06:50:49.646,0
03/09/2019 06:50:49.686,0
03/09/2019 06:50:49.726,0
03/09/2019 06:50:49.766,0
03/09/2019 06:50:49.806,0
03/09/2019 06:50:49.846,0
03/09/2019 06:50:49.886,0
03/09/2019 06:50:49.926,0
03/09/2019 06:50:49.966,0
03/09/2019 06:50:50.006,0
03/09/2019 06:50:50.046,0
03/09/2019 06:50:50.086,0
03/09/2019 06:50:50.126,0
03/09/2019 06:50:50.166,0
03/09/2019 06:50:50.206,0
03/09/2019 06:50:50.246,0
03/09/2019 06:50:50.286,0
03/09/2019 06:50:50.326,0
03/09/2019 06:50:50.366,0
03/09/2019 06:50:50.406,0
03/09/2019 06:50:50.446,0
03/09/2019 06:50:50.486,0
03/09/2019 06:50:50.526,0
03/09/2019 06:50:50.566,0
03/09/2019 06:50:50.606,0
03/09/2019 06:50:50.646,0
03/09/2019 06:50:50.686,0
03/09/2019 06:50:50.726,0
03/09/2019 06:50:50.766,0
03/09/2019 06:50:50.806,0
03/09/2019 06:50:50.846,0
03/09/2019 06:50:50.886,0
03/09/2019 06:50:50.926,0
03/09/2019 06:50:50.966,0
03/09/2019 06:50:51.006,0
03/09/2019 06:50:51.046,0
03/09/2019 06:50:51.086,0
03/09/2019 06:50:51.126,0
03/09/2019 06:50:51.166,0
03/09/2019 06:50:51.206,0
03/09/2019 06:50:51.246,0
03/09/2019 06:50:51.286,0
