Time,BtoB
,6000
,2780
,2000
,2060
,2720
,2200
,2760
,1370
,1090
,1860
,1390
,2680
,4060
,2760
,3940
,1800
,1870
,4960
,3550
,2370
,4360
,1820
,2490
,2150
,1690
,2970
,2750
,3910
,4370
,2560
,1370
,5290
,1350
,2820
,1890
,5190
,2140
,2550
,2390
,1490
,3470
,6200
,4690
,3530
,2470
,3540
,2850
,2880
,2510
,2840
,3280
,2530
,2860
,3050
,2730
,3030
,3460
,3350
,3300
,3030
,3490
,2960
,3850
,2980
,3580
,3800
,3840
,3250
,3890
,4640
,4710
,5130
,4580
,2890
,2910
,2870
,3370
,3100
,3580
,2870
,3460
,3710
,3220
,2950
,3070
,3420
,3210
,4630
,3480
,3300
,3880
,3340
,4660
,6450
,8230
,9850
,5680
,3220
,3080
,3290
,3820
,3510
,3520
,3740
,3480
,3290
,3890
,3580
,2590
,3420
,3610
,3460
,3520
,2810
,3010
,3270
,3970
,3150
,3150
,2940
,3470
,4070
,4030
,2770
,3730
,4000
,3520
,3570
,3630
,4880
,4360
,2860
,3660
,4660
,1330
,1650
,3620
,4260
,3570
,3730
,3110
,3110
,2860
,3430
,2590
,3230
,2620
,3270
,2780
,3860
,2540
,3370
,4200
,3900
,3570
,2780
,3140
,3690
,3800
,2290
,2760
,3530
,3860
,3390
,4130
,3450
,3560
,2980
,3670
,4060
,3570
,3570
,3150
,3650
,3190
,3530
,2930
,3200
,3470
,3070
,3090
,3180
,3020
,5530
,2430
,5580
,2330
,2400
,2470
,5190
,1550
,1290
,1610
,1840
,2910
,1870
,1460
,1920
,910
,1610
,1650
,1680
,1820
,1710
,1470
,2150
,3150
,2480
,1030
,1890
,2300
,950
,1990
,1720
,740
,960
,2580
,1560
,3510
,2120
,1480
,1780
,1540
,1460
,2200
,1610
,1590
,1820
,1650
,1700
,1910
,1320
,1810
,2370
,3000
,2350
,1320
,1830
,2330
,3140
,1960
,3480
,1920
,2410
,1050
,1080
,790
,2220
,1590
,1840
,2700
,820
,2030
,3920
,4270
,1970
,2380
,2140
,2520
,1990
,1980
,2380
,2050
,2480
,2590
,2120
,2960
,1830
,1890
,2260
,2110
,2320
,2260
,1950
,2340
,2270
,2150
,2330
,3060
,1950
,1960
,1980
,2320
,2160
,1720
,2060
,1570
,2200
,2340
,2300
,1820
,2010
,2120
,2260
,2360
,2280
,2470
,1890
,2500
,1860
,2680
,1720
,2410
,1790
,1650
,1890
,2440
,1830
,2500
,2010
,2410
,1760
,1830
,2220
,2310
,2030
,2430
,2890
,2410
,2460
,2100
,2080
,1950
,1870
,2430
,1920
,2660
,2370
,2080
,2050
,2000
,2380
,1980
,2020
,2100
,2400
,2010
,2050
,2170
,1920
,2240
,2240
,1870
,1510
,2520
,2560
,1720
,2730
,1960
,4290
,1870
,2110
,2010
,2090
,1610
,1910
,1840
,2440
,2020
,2120
,2240
,2000
,1920
,2750
,2500
,2070
,2780
,3000
,2440
,1580
,1800
,1760
,2060
,1990
,2180
,2150
,1860
,1460
,2210
,1990
,1920
,1990
,4050
,2040
,1820
,2150
,1970
,2550
,1860
,1890
,2140
,2030
,2070
,1900
,2120
,1660
,1890
,2390
,1810
,2080
,2750
,2250
,1950
,2150
,1800
,2240
,1850
,2190
,1600
,1920
,2150
,1880
,2160
,2180
,2250
,2240
,1940
,2270
,1900
,2060
,1940
,1940
,1750
,2000
,1740
,1920
,1830
,1920
,1810
,1890
,1770
,1900
,1630
,1690
,1750
,2300
,2020
,1880
,2150
,2000
,1670
,1990
,1890
,1840
,1470
,1830
,2020
,2010
,1600
,2340
,1750
,1570
,2440
,2100
,2310
,1950
,2550
,2550
,1830
,2430
,1890
,1650
,1760
,2060
,1600
,2190
,1790
,1730
,2070
,1780
,1600
,1960
,1870
,3490
,2910
,1480
,1780
,1900
,2010
,1940
,2370
,2370
,1460
,2340
,3680
,1670
,1740
,1860
,1740
,1850
,1690
,1850
,1820
,1930
,2000
,2170
,1780
,1680
,1440
,1990
,1840
,1780
,1680
,2040
,2110
,1780
,2160
,1690
,2180
,2450
,1750
,1990
,2230
,1710
,2030
,1900
,2010
,2090
,1810
,1780
,1910
,1900
,2150
,4020
,1940
,2180
,1670
,1840
,1470
,1920
,1970
,1670
,1930
,1990
,1810
,2020
,1780
,1800
,2020
,1720
,2310
,1690
,1680
,1870
,1710
,2050
,2210
,1610
,3250
,2600
,2520
,1950
,1730
,1860
,1770
,1880
,1660
,1870
,1650
,1900
,1950
,1870
,1920
,2130
,1820
,1860
,1860
,1760
,2010
,1760
,1960
,1940
,1890
,1880
,2300
,2310
,2180
,2390
,2250
,2860
,3520
,5610
,1960
,5150
,3730
,3170
,1940
,7420
,3650
,1410
,1210
,4170
,2050
,1690
,2560
,2140
,2360
,2680
,3490
,2570
,2980
,2510
,1810
,1970
,2860
,2810
,3470
,5010
,1060
,3410
,4110
,6070
,3970
,1880
,2050
,3440
,3590
,2520
,6130
,5280
,7230
,4730
,2910
,4750
,8300
,7110
,3280
,4140
,4000
,1610
,3240
,1730
,4030
,1630
,1700
,3580
,3100
,2920
,2050
,2690
,2320
,5120
,1840
,4080
,2420
,2350
,2690
,2610
,2490
,4880
,1390
,2490
,4200
,2990
,3190
,3230
,2010
,3380
,2960
,730
,5020
,1950
,3190
,3700
,2530
,2420
,2260
,3130
,3590
,2570
,2390
,2580
,6290
,5070
,5170
,2140
,3030
,2230
,1940
,7590
,2440
,3990
,4210
,1690
,1950
,3200
,3040
,1950
,4230
,1350
,5170
,3420
,4980
,5230
,3720
,3210
,3390
,3410
,2500
,3330
,4910
,1340
,1940
,1420
,2320
,3290
,4100
,3970
,9100
,6420
,5130
,1080
,4010
,9540
,2870
,5070
,1610
,1570
,2020
,1160
,2370
,2010
,2070
,4670
,4010
,2230
,12320
,2110
,2370
,2490
,2930
,2830
,1610
,4050
,3580
,2250
,2870
,2960
,2620
,3270
,2380
,3290
,2410
,4000
,2050
,2530
,1440
,1570
,3540
,2750
,2230
,3510
,1270
,1170
,4310
,1890
,4900
,4650
,3070
,2340
,2890
,5790
,1810
,3490
,4380
,3190
,2520
,2830
,2650
,2410
,3220
,3130
,3600
,3460
,2570
,3650
,3410
,3110
,2140
,2620
,2930
,2920
,2590
,3080
,2640
,2850
,3630
,2880
,4040
,1250
,4000
,2080
,1560
,4890
,4570
,4060
,4990
,5430
,1980
,1710
,2950
,3320
,2790
,1380
,1430
