Time,Vertical,Lateral,Sagittal
24/09/2019 12:42:25.511,1972,2047,2073
24/09/2019 12:42:25.521,1971,2048,2071
24/09/2019 12:42:25.531,1972,2044,2071
24/09/2019 12:42:25.541,1971,2046,2071
24/09/2019 12:42:25.551,1973,2047,2070
24/09/2019 12:42:25.561,1973,2046,2072
24/09/2019 12:42:25.571,1972,2050,2071
24/09/2019 12:42:25.581,1972,2049,2071
24/09/2019 12:42:25.591,1970,2048,2069
24/09/2019 12:42:25.601,1970,2050,2069
24/09/2019 12:42:25.611,1969,2048,2069
24/09/2019 12:42:25.621,1969,2047,2069
24/09/2019 12:42:25.631,1970,2048,2068
24/09/2019 12:42:25.641,1971,2048,2068
24/09/2019 12:42:25.651,1970,2046,2068
24/09/2019 12:42:25.661,1972,2048,2067
24/09/2019 12:42:25.671,1971,2046,2068
24/09/2019 12:42:25.681,1971,2047,2069
24/09/2019 12:42:25.691,1971,2048,2071
24/09/2019 12:42:25.701,1971,2049,2070
24/09/2019 12:42:25.711,1970,2050,2070
24/09/2019 12:42:25.721,1971,2049,2071
24/09/2019 12:42:25.731,1971,2049,2071
24/09/2019 12:42:25.741,1973,2050,2072
24/09/2019 12:42:25.751,1972,2052,2073
24/09/2019 12:42:25.761,1973,2052,2070
24/09/2019 12:42:25.771,1973,2049,2068
24/09/2019 12:42:25.781,1974,2047,2069
24/09/2019 12:42:25.791,1975,2045,2067
24/09/2019 12:42:25.801,1973,2046,2067
24/09/2019 12:42:25.811,1968,2047,2066
24/09/2019 12:42:25.821,1966,2049,2069
24/09/2019 12:42:25.831,1966,2052,2069
24/09/2019 12:42:25.841,1967,2049,2068
24/09/2019 12:42:25.851,1968,2050,2071
24/09/2019 12:42:25.861,1968,2048,2071
24/09/2019 12:42:25.871,1970,2048,2071
24/09/2019 12:42:25.881,1971,2050,2070
24/09/2019 12:42:25.891,1974,2048,2071
24/09/2019 12:42:25.901,1972,2047,2069
24/09/2019 12:42:25.911,1973,2048,2070
24/09/2019 12:42:25.921,1974,2049,2069
24/09/2019 12:42:25.931,1974,2048,2069
24/09/2019 12:42:25.941,1973,2048,2067
24/09/2019 12:42:25.951,1974,2047,2068
24/09/2019 12:42:25.961,1973,2047,2067
24/09/2019 12:42:25.971,1972,2049,2067
24/09/2019 12:42:25.981,1971,2051,2067
24/09/2019 12:42:25.991,1973,2052,2068
24/09/2019 12:42:26.001,1970,2052,2068
24/09/2019 12:42:26.011,1967,2052,2070
24/09/2019 12:42:26.021,1966,2050,2070
24/09/2019 12:42:26.031,1967,2050,2071
24/09/2019 12:42:26.041,1967,2046,2071
24/09/2019 12:42:26.051,1966,2045,2072
24/09/2019 12:42:26.061,1968,2046,2073
24/09/2019 12:42:26.071,1970,2046,2069
24/09/2019 12:42:26.081,1971,2047,2068
