Time,BtoB
,6000
,1090
,1290
,3390
,3380
,2580
,1550
,1440
,1830
,1730
,5780
,2600
,2720
,2690
,890
,6130
,5560
,5970
,4620
,3140
,3580
,1010
,1740
,6260
,1380
,1820
,2450
,1720
,3900
,5360
,1890
,2020
,2110
,2040
,2030
,1530
,2100
,2250
,2050
,2180
,2330
,1790
,2120
,2100
,2180
,2120
,2420
,1960
,2050
,1970
,1950
,1540
,2250
,530
,2300
,1940
,2280
,1700
,1880
,2130
,3430
,1500
,1430
,1560
,1780
,1960
,1760
,1650
,1640
,1410
,2870
,3960
,6430
,2460
,2050
,2280
,1940
,2560
,5450
,1900
,1590
,2370
,2000
,1640
,2100
,1340
,2030
,1430
,2360
,1920
,2290
,3330
,1770
,2310
,1580
,1950
,1910
,1540
,1760
,1840
,2170
,2580
,2280
,2130
,2050
,2260
,1900
,1970
,1880
,1600
,1920
,1750
,1780
,2040
,1800
,1790
,2020
,1970
,1940
,2140
,2140
,1950
,1810
,2010
,1910
,1910
,1990
,2040
,1900
,2130
,2050
,1870
,2090
,1970
,1500
,2280
,1910
,2300
,2380
,2140
,2170
,2070
,2060
,2220
,2080
,2090
,2550
,2690
,2510
,2460
,2090
,2080
,2110
,2190
,4570
,2400
,2230
,2040
,2210
,2060
,1860
,2530
,2270
,1730
,6830
,1490
,1800
,1290
,1650
,2280
,1720
,1700
,3480
,1600
,1910
,2020
,1350
,3800
,2330
,3240
,1840
,2600
,2260
,2380
,1790
,1130
,1490
,2390
,2050
,1330
,2370
,1800
,1580
,3370
,4250
,2970
,2570
,3120
,2370
,2650
,3690
,1540
,2460
,2440
,2880
,2690
,3750
,3030
,2980
,3670
,2720
,2330
,3130
,2330
,2260
,1490
,1940
,1590
,2530
,1540
,1670
,2370
,1950
,1580
,2390
,1380
,2100
,2160
,1780
,1430
,1640
,2370
,1980
,3560
,2360
,480
,2380
,1390
,2580
,2460
,1900
,1350
,2390
,3720
,1740
,2330
,2260
,2410
,2110
,2200
,2030
,2360
,2050
,1870
,2220
,2390
,1010
,1510
,1900
,2020
,1680
,1670
,3430
,1650
,2010
,2100
,2370
,1640
,1950
,1460
,3210
,4260
,2190
,1940
,2120
,1970
,1660
,1780
,2080
,2050
,2270
,2290
,2220
,1910
,2210
,1430
,1850
,1950
,2020
,1790
,1480
,1900
,1940
,2070
,2970
,2080
,2370
,1290
,1460
,2010
,1730
,1610
,1500
,1300
,1370
,1640
,1480
,1580
,2410
,1330
,1310
,1790
,1840
,2050
,1460
,2290
,1030
,4310
,1890
,1480
,1780
,1870
,2720
,2110
,1720
,1460
,3410
,4120
,2260
,1940
,1800
,1950
,1840
,1810
,1730
,1360
,2040
,1600
,1710
,2990
,1650
,1720
,1760
,1590
,4080
,1610
,2040
,1400
,1610
,1660
,1390
,1730
,1480
,1910
,1580
,1780
,1610
,1720
,1630
,1620
,2720
,3550
,2210
,1970
,1950
,2070
,2110
,1980
,1720
,2220
,2340
,2060
,1950
,1710
,1900
,1930
,2000
,2200
,1710
,1960
,1920
,2180
,2650
,2060
,1690
,2090
,1990
,2050
,2160
,1820
,1590
,2020
,2230
,2120
,1920
,2010
,1510
,2030
,1700
,1660
,1620
,1900
,1390
,1840
,1480
,2940
,2400
,2120
,2100
,1990
,2680
,2750
,1700
,2130
,1960
,2240
,2270
,1810
,1770
,1560
,1880
,1770
,1570
,1760
,1620
,1680
,1620
,2430
,3970
,1650
,1600
,1590
,1910
,1410
,1920
,1850
,1590
,1580
,1390
,1630
,1520
,1800
,1780
,1540
,1890
,1580
,1780
,1130
,1440
,1530
,1600
,1960
,2160
,2170
,2200
,2860
,2480
,2150
,1610
,1960
,1940
,1560
,2040
,2070
,2120
,1670
,2060
,1770
,3260
,1410
,2040
,1450
,1820
,1590
,1790
,1350
,2300
,1940
,2020
,1690
,1760
,2040
,1730
,1750
,1550
,1500
,1800
,1290
,2040
,1680
,1660
,1780
,1750
,1710
,1930
,1590
,1750
,1910
,1370
,1550
,1660
,1720
,1460
,1910
,2130
,1380
,1770
,1920
,1870
,1600
,1890
,1770
,1670
,2940
,2860
,1940
,3430
,2470
,1980
,2300
,2420
,2100
,2180
,2070
,2110
,1580
,1600
,2910
,810
,2330
,2830
,1680
,1750
,1660
,1780
,1340
,1930
,1910
,1380
,1390
,2920
,1480
,1970
,1730
,1710
,1860
,1490
,1840
,1600
,1760
,1710
,1890
,1290
,2440
,1770
,1380
,1650
,1610
,1960
,2030
,1520
,2080
,1060
,930
,2130
,3330
,2310
,1810
,1550
,1420
,2150
,1560
,1900
,1890
,1820
,1990
,1690
,2220
,1560
,2040
,1920
,1590
,1920
,1790
,1940
,2300
,1390
,1900
,2190
,2220
,1750
,1550
,1540
,1170
,1800
,1480
,1820
,1480
,1820
,1540
,1820
,1570
,1750
,1880
,1630
,2030
,1900
,1590
,2010
,2000
,2070
,1870
,1370
,1330
,3370
,5970
,1820
,1510
,1830
,1500
,2680
,2090
,1510
,1940
,1320
,1720
,1510
,2000
,2150
,1260
,1480
,1520
,1530
,1760
,1570
,1860
,1600
,4160
,2120
,1610
,1830
,1580
,3260
,1490
,1740
,1700
,1560
,1430
,1330
,2100
,1500
,1470
,1750
,1540
,1590
,1440
,4390
,1460
,2000
,3890
,4110
,2730
,2300
,3540
,2760
,2430
,2500
,1990
,2220
,2060
,2220
,2040
,2620
,2970
,1990
,1630
,2040
,2350
,1910
,1770
,5350
,5780
,1640
,2360
,1770
,1640
,2040
,1860
,1190
,1890
,1690
,1820
,1810
,1850
,1910
,1890
,1880
,2200
,2160
,2230
,1710
,1950
,2440
,1850
,2000
,2030
,1880
,1730
,1370
,1820
,1840
,1800
,2010
,1820
,1980
,1880
,1750
,1930
,1900
,1860
,2110
,1850
,1860
,1800
,1750
,1960
,1780
,1820
,1890
,2080
,1860
,1910
,1890
,1960
,2060
,2080
,2050
,2120
,2080
,1990
,2200
,2050
,2010
,1920
,2280
,1670
,2090
,1850
,2140
,1840
,2630
,2000
,2160
,2240
,2000
,2020
,2000
,2120
,2030
,2010
,2000
,2030
,1870
,1860
,1870
,1910
,1980
,2070
,1870
,1820
,2340
,2060
,2150
,1720
,1960
,1850
,1920
,1960
,1960
,2020
,2370
,2120
,1970
,2240
,2270
,2440
,2360
,2220
,1990
,2070
,2030
,1990
,1950
,1960
,2090
,1920
,2110
,1970
,2070
,2180
,2410
,2020
,2030
,1960
,2040
,2100
,2230
,2150
,2460
,2390
,2550
,2330
,2040
,2420
,2210
,2080
,2110
,2730
,730
,1490
,2750
,2120
,2270
,2240
,2130
,2130
,2320
,2040
,1810
,2300
,1800
,2080
,2360
,1770
,2390
,2660
,2480
,2080
,2280
,2310
,2300
,2140
,2160
,2260
,1610
,1860
,2100
,2020
,2060
,2130
,1760
,2240
,1870
,2080
,2050
,2130
,2220
,2080
,2190
,1810
,2070
,1670
,1900
,1960
,1960
,2090
,2010
,1660
,7450
,8740
,1500
,2510
,2240
,2380
,1840
,2070
,1930
,2650
,2260
,2460
,2930
,1670
,1300
,2310
,2060
,2090
,2280
,1310
,1980
,2020
,2210
,2190
,2080
,2970
,3420
,3300
,2020
,2040
,2580
,2660
,2380
,2600
,1460
,2170
,2160
,2110
,2050
,2210
,2080
,2220
,2140
,2100
,2310
,2000
,2200
,2240
,2200
,2100
,2480
,2300
,2230
,2360
,2400
,2180
,2400
,2130
,2390
,2270
,2690
,2560
,2470
,2350
,2120
,2270
,1930
,2380
,2140
,2500
,2380
,2320
,2230
,2340
,2250
,2460
,2270
,2210
,2300
,2440
,2160
,2380
,2290
,2120
,2220
,2160
,2350
,2170
,2950
,3150
,1010
,3870
,2430
,2980
,2260
,2210
,3460
,3430
,3690
,2970
,2730
,2430
,2360
,2500
,2660
,2630
,2680
,2760
,2450
,2770
,2830
,2820
,2910
,3230
,5330
,950
,3370
,7510
