Time,Vertical,Lateral,Sagittal
17/10/2019 08:58:58.667,2066,2115,2000
17/10/2019 08:58:58.677,2066,2114,2000
17/10/2019 08:58:58.687,2064,2113,1999
17/10/2019 08:58:58.697,2063,2112,2000
17/10/2019 08:58:58.707,2064,2112,2000
17/10/2019 08:58:58.717,2063,2112,2000
17/10/2019 08:58:58.727,2062,2112,2000
17/10/2019 08:58:58.737,2063,2114,1999
17/10/2019 08:58:58.747,2060,2112,1998
17/10/2019 08:58:58.757,2061,2111,1992
17/10/2019 08:58:58.767,2062,2113,1992
17/10/2019 08:58:58.777,2063,2115,1991
17/10/2019 08:58:58.787,2064,2114,1989
17/10/2019 08:58:58.797,2063,2115,1990
17/10/2019 08:58:58.807,2063,2116,1988
17/10/2019 08:58:58.817,2063,2119,1988
17/10/2019 08:58:58.827,2067,2118,1987
17/10/2019 08:58:58.837,2068,2119,1987
17/10/2019 08:58:58.847,2072,2119,1987
17/10/2019 08:58:58.857,2074,2119,1990
17/10/2019 08:58:58.867,2077,2119,1992
17/10/2019 08:58:58.877,2079,2116,1994
17/10/2019 08:58:58.887,2080,2114,1992
17/10/2019 08:58:58.897,2078,2113,1993
17/10/2019 08:58:58.907,2077,2113,1994
17/10/2019 08:58:58.917,2073,2111,1994
17/10/2019 08:58:58.927,2069,2110,1997
17/10/2019 08:58:58.937,2067,2110,1995
17/10/2019 08:58:58.947,2065,2111,1996
17/10/2019 08:58:58.957,2064,2112,1997
17/10/2019 08:58:58.967,2062,2112,1999
17/10/2019 08:58:58.977,2062,2112,1999
17/10/2019 08:58:58.987,2063,2111,1999
17/10/2019 08:58:58.997,2063,2111,2000
17/10/2019 08:58:59.007,2062,2111,2000
17/10/2019 08:58:59.017,2062,2111,2000
17/10/2019 08:58:59.027,2062,2112,2001
17/10/2019 08:58:59.037,2062,2112,2002
17/10/2019 08:58:59.047,2061,2113,2008
17/10/2019 08:58:59.057,2061,2112,2008
17/10/2019 08:58:59.067,2060,2112,2005
