SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,09,24,25396662,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,09,24,25417036,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 1.25g
0,2019,09,24,25445036,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,09,24,25454036,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2019,09,24,25459037,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,09,24,25525319,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 0.27g
0,2019,09,24,26241664,128,System,Battery,0,Battery Level Event - No Data
0,2019,09,24,27510754,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2019,09,24,27510759,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2019,09,24,27510759,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
