Time,BreathingWaveform
15/10/2019 12:06:12.427,3480665
15/10/2019 12:06:12.467,3451839
15/10/2019 12:06:12.507,3436062
15/10/2019 12:06:12.547,3436062
15/10/2019 12:06:12.587,3436062
15/10/2019 12:06:12.627,3427024
15/10/2019 12:06:12.667,3415526
15/10/2019 12:06:12.707,3408253
15/10/2019 12:06:12.747,3405312
15/10/2019 12:06:12.787,3405044
15/10/2019 12:06:12.827,3407344
15/10/2019 12:06:12.867,3409536
15/10/2019 12:06:12.907,3417719
15/10/2019 12:06:12.947,3420179
15/10/2019 12:06:12.987,3409002
15/10/2019 12:06:13.027,3406702
15/10/2019 12:06:13.067,3404082
15/10/2019 12:06:13.107,3401996
15/10/2019 12:06:13.147,3406061
15/10/2019 12:06:13.187,3412424
15/10/2019 12:06:13.227,3413387
15/10/2019 12:06:13.267,3413922
15/10/2019 12:06:13.307,3414885
15/10/2019 12:06:13.347,3414885
15/10/2019 12:06:13.387,3416542
15/10/2019 12:06:13.427,3414724
15/10/2019 12:06:13.467,3413762
15/10/2019 12:06:13.507,3415473
15/10/2019 12:06:13.547,3416596
15/10/2019 12:06:13.587,3415580
15/10/2019 12:06:13.627,3415580
15/10/2019 12:06:13.667,3408146
15/10/2019 12:06:13.707,3403654
15/10/2019 12:06:13.747,3405739
15/10/2019 12:06:13.787,3406488
15/10/2019 12:06:13.827,3407772
15/10/2019 12:06:13.867,3403333
15/10/2019 12:06:13.907,3401354
15/10/2019 12:06:13.947,3376433
15/10/2019 12:06:13.987,3375203
15/10/2019 12:06:14.027,3371673
15/10/2019 12:06:14.067,3365683
15/10/2019 12:06:14.107,3366004
15/10/2019 12:06:14.147,3357768
15/10/2019 12:06:14.187,3352741
15/10/2019 12:06:14.227,3350067
15/10/2019 12:06:14.267,3350388
15/10/2019 12:06:14.307,3349586
15/10/2019 12:06:14.347,3341083
15/10/2019 12:06:14.387,3347446
15/10/2019 12:06:14.427,3354934
15/10/2019 12:06:14.467,3350976
15/10/2019 12:06:14.507,3354345
15/10/2019 12:06:14.547,3355469
15/10/2019 12:06:14.587,3345040
15/10/2019 12:06:14.627,3324236
