SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2019,10,15,43572427,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2019,10,15,43608052,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2019,10,15,43672349,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,15,44111989,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,15,45236559,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,15,45246429,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,15,45298690,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,15,45314430,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2019,10,15,45576929,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2019,10,15,45582042,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
